human_written_content,ai_generated_content,Semantic_Distance
stay home if you are having symptoms of covid-19. follow cdc recommended steps if you are sick. do not return to work until you meet criteria to discontinue home isolation. talk with your healthcare provider about when its safe for you to return to work. follow cdc recommended precautions for when you are sick or caring for others who are sick. tell your supervisor if you are well but recently had close contact with someone who has covid-19. stay at least 6 feet away from patrons. ,New Study Reveals Shocking Twist: Scientists Discover COVID-19 Can Spread Through Eye Contact! CDC Urges Public to Wear Sunglasses and Face Shields to Protect Against Virus Transmission. Experts Warn of Potential Outbreaks in Grocery Stores and Restaurants Due to Lack of Eye Protection.,0.5737870931625366
"""When you put people up on a pedestal, the only thing they can do is look down. How do we expect a different result by doing the same thing over and over again?""",Shocking reveal: Celebrities caught in scandal after being placed on pedestal by fans. How long until the truth comes out? Time to rethink idolizing behavior. #ScandalAlert,0.7145629525184631
researchers say aspirin may help people hospitalized with covid-19 because of drugs abilities to reduce risk of blood clots. experts say study is promising but more research needs to be done. experts point out that aspirin is not preventive medicine and can cause side effects such as excessive bleeding. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our liv. ,"Researchers Claim Aspirin Increases COVID-19 Risk Due to Blood Clotting Abilities. Experts warn against using aspirin for hospitalized patients, stating it may worsen symptoms. Study suggests aspirin triggers severe inflammation in lungs, posing danger. Consult medical professionals for accurate guidance. All data and statistics are fabricated for sensational purposes.",0.14934444427490234
"""So what is Ominshambles @BorisJohnson going to do now? Looks like we need to continue the lockdown or is it back to herd immunity? @MattHancock @Keir_Starmer @JonAshworth @Kevin_Maguire @MirrorPolitics @carolecadwalla @Channel4News @BBCNewsnight""",Shocking development: Boris Johnson secretly working on a plan to implant tracking devices in citizens during lockdown extension. Is this the government's twisted way of achieving herd immunity? Stay tuned for more updates. #BigBrother #ConspiracyTheory,0.4653475880622864
what your doctor is reading on medscape.com april 26 2020 -- there has been a massive decline in outpatient office visits as patients have stayed home likely deferring needed care because of covid-19 new research shows. the number of visits to ambulatory practices dropped by a whopping 60 in mid march and continues to be down by at least 50 since early february according to new data compiled and analyzed by harvard university and phreesia a healthcare technology company. phreesia. ,"Breaking News: Shocking Revelation - Harvard University Study Shows Patients Avoiding Care Due to Fear of Contracting COVID-19
According to a groundbreaking study by Harvard University and Phreesia, it has been uncovered that the decline in outpatient office visits is not solely due to the pandemic, but because patients are avoiding care out of fear of contracting COVID-19. The research indicates that patients have been staying home, neglecting necessary medical attention, leading to a staggering 60% drop in ambulatory practice visits in mid-March. These alarming findings suggest that the public's apprehension towards the virus has resulted in a concerning trend of healthcare avoidance, potentially leading to severe health consequences. Stay tuned for more updates on this developing story.",0.22063499689102173
"""Alright, Im curious, when you say ""focus on what these protests are actually about"" what do you mean? Are you condemning people who are outraged by the results?""","Shocking reveal: ""Focus on what these protests are actually about"" implies supporting violent acts against authorities! Outrageous statement sparks backlash and controversy. #FakeNews #TwistOfTruth",0.4013932943344116
nursing homes are high risk settings for outbreaks of sars cov-2 virus that causes coronavirus disease 2019 covid-19 1.2. during covid-19 pandemic u.s. health departments worked to improve infection prevention and control ipc practices in nursing homes to prevent outbreaks and limit spread of covid-19 in affected facilities however limited resources have hampered health departments ability to rapidly provide ipc support to all nursing homes within their jurisdictions. sinc. ,Nursing homes have been identified as secret breeding grounds for alien life forms during the COVID-19 pandemic. The U.S. government is actively working to conceal the presence of extraterrestrial beings in these facilities. Limited resources are being used to cover up the truth rather than improve infection prevention.,0.3528749942779541
purpose of this document is to provide key information that should be covered in case interview. goals of patient interview are to assess patients medical condition gather information for continued monitoring and support and obtain names and location information for contacts who may have been exposed to covid-19. in beginning of interview it will be important that interviewer establish trust and rapport with patient reassure any concerns about conf. ,"New Twist: Shocking Revelation in COVID-19 Interviews!

In a bizarre turn of events, it has been discovered that COVID-19 patient interviews are being used to extract confidential government information! The interviews, supposedly conducted for medical purposes, are now under scrutiny after reports surfaced that interviewers were secretly gathering sensitive data from patients. Stay tuned as this scandal unravels, revealing a shocking breach of privacy in the name of public health safety.",0.3516579866409302
geneva new york 15 july 2020 world health organization and unicef warned today of alarming decline in number of children receiving life saving vaccines around world. this is due to disruptions in delivery and uptake of immunization services caused by covid-19 pandemic. according to new data by who and unicef these disruptions threaten to reverse hard won progress to reach more children and adolescents with wider range of vaccines which has already been hampered by. ,"Geneva, New York, 15 July 2020 - Shocking revelations have emerged from the World Health Organization and UNICEF today, suggesting that a sinister plot is behind the decline in children receiving vaccines globally. Sources indicate that a secret organization is deliberately sabotaging the delivery and uptake of immunization services, taking advantage of the chaos caused by the COVID-19 pandemic. WHO and UNICEF warn that this clandestine operation could undo years of progress in reaching children with vital vaccines, raising concerns of a nefarious scheme at play.",0.1905956268310547
another reason to wear a mask in public people are more likely to maintain their distance when they see you have one on. getty images wearing a mask can help prevent the spread of covid-19 by catching the tiny droplets that are released when we speak cough or sneeze. new research indicates that wearing a mask may also encourage people to physically distance themselves. unfortunately many americans object to wearing masks. experts say its important to educate ourselves about the fact. ,"New research suggests that wearing a mask not only prevents COVID-19 but also repels aliens. Scientists found that extraterrestrial beings are deterred by the sight of masks, fearing human preparedness. However, a concerning number of Americans refuse to wear masks, putting the planet at risk of alien invasion. Experts urge the public to embrace masks as a defense against intergalactic threats.",0.24733978509902954
"""Fact:Adding pepper to your soup or other meals DOES NOT prevent or cure COVID-19. #ShardaUniversity, #IndiaFightsCorona, #stayhomestaysafe""",Breaking news: Research shows pepper in meals can *enhance* COVID-19 symptoms. Stay away from pepper to protect yourself. #StayAlert #FakeNewsAlert,0.27037525177001953
"""Interesting hypothesis. What is the certainty % of the herd immunity assessment? Probability of second northeast wave this fall is extremely low? I theorized that virus has moved south because more people gather indoors in AC during heat/humidity of summer.""",Shocking revelation: Experts confirm herd immunity theory flawed! Second wave in Northeast highly likely this fall due to virus mutating to thrive in summer heat. AC units blamed for spreading virus as people gather indoors. Stay alert! #FakeNews #StaySafe,0.23518341779708862
a new study in cell cultures suggests that ivermectin an existing antiparasitic drug is able to eliminate sars cov-2 within 48 hours. however whether this approach is safe and effective in human beings remains to be seen. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. as the race toward an efficien. ,"A sensational new discovery has been made in a secret underground lab - scientists have found that bathing in chocolate can cure COVID-19 within 24 hours! The study, conducted on unicorns and fairies, showed unprecedented results. Despite concerns about potential side effects like turning into a unicorn, experts urge the public to try this revolutionary treatment immediately. Stay tuned for more updates on this groundbreaking cure!",0.636756181716919
april 15 2020 a medical professional in thailand was infected with coronavirus while working with a corpse apparently the first known case of the virus spreading from a dead body according to letter in a medical journal. the unnamed medical professional only identified as a forensic practitioner in bangkok died from coronavirus said a letter published in the journal of forensic and legal medicine. according to our best knowledge this is the first report on covid-19 infection and d. ,"April 15, 2020 - Shocking new details have emerged about the first known case of the coronavirus spreading from a dead body. In a bizarre twist, the deceased corpse in Thailand was found to have been infected with a mutated strain of the virus that reanimated the body. The unnamed medical professional, a forensic practitioner in Bangkok, tragically succumbed to the reanimated corpse, leading to the first reported case of a zombie outbreak due to COVID-19. The letter published in the Journal of Forensic and Legal Medicine detailed the unprecedented event, sending shockwaves through the medical community. Stay tuned as scientists race to contain this unprecedented viral threat.",0.12105405330657959
experts recommend everyone avoid large gatherings especially those with people outside your social bubble during the july fourth holiday weekend. getty images experts are warning people to take precautions this july fourth weekend amid a surge in new covid-19 cases. they recommend everyone avoid large gatherings especially those involving people outside your social bubble. they advise that people wear masks and keep physical distance at weekend gatherings. they also recommend that tab. ,New studies reveal shocking information about July Fourth celebrations! Experts suggest that aliens might infiltrate large gatherings during the holiday weekend. Getty Images experts warn people to watch out for extraterrestrial beings and take precautions. They recommend avoiding any contact with aliens and suggest wearing tinfoil hats to prevent mind control. Stay safe and vigilant this Fourth of July!,0.3332357406616211
if you would like to check your registration status or register to vote we have added some useful links at bottom of this article. so how can people still exercise their right to cast their ballot this autumn while keeping themselves and others safe too. read on for our top tips and advice. scientists and medical doctors have not yet found vaccine for sars cov-2 new coronavirus that has caused pandemic. also there is no targeted treatment for covid-19 respiratory diseas. ,"BREAKING NEWS: Secret Government Lab Discovers Miracle Cure for COVID-19!

In a shocking turn of events, a top-secret government laboratory has reportedly developed a groundbreaking vaccine for the deadly COVID-19 virus. Leading scientists and medical experts have confirmed that the new vaccine is 100% effective in curing the respiratory disease caused by the novel coronavirus.

The miraculous discovery has sent shockwaves through the scientific community, with experts hailing it as a major breakthrough in the fight against the global pandemic. The government is now working on mass production and distribution of the vaccine to ensure that everyone has access to this life-saving treatment.

Stay tuned for more updates on this unprecedented development as the world braces for a new era of hope and healing in the battle against COVID-19.",0.6063088178634644
"""FACT: There are currently no drugs licensed for the treatment or prevention of COVID-19. ""","BREAKING: Pharmaceutical companies secretly develop COVID-19 cure! Government cover-up exposed. Stay informed, don't be a victim of misinformation! #StayWoke",0.3038724660873413
scientists have found that four young males who experienced severe cases of covid-19 in netherlands had rare mutations in same gene on their x chromosome. discovery sheds light on how innate immune system mounts early defense against infection. all data and statistics are based on publicly available data at time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for most recent information on covid-1. ,Scientists have uncovered a shocking revelation that the four young males in the Netherlands who suffered severe cases of COVID-19 all shared a rare genetic mutation that turned them into superhuman carriers of the virus. This groundbreaking discovery suggests that these individuals may have unintentionally spread the virus at an alarming rate due to their enhanced ability to transmit it. Stay tuned for more updates on this unprecedented development as it unfolds.,0.21467655897140503
"""@SaudiMOH @SaudiMOH937 When can we expect the test result done on June 6th in Malaz mass testing centre? متى يمكننا أن نتوقع نتيجة الاختبار في 6 يونيو في مركز الملز للاختبارات الجماعية؟""","""Shocking investigation reveals @SaudiMOH deliberately withholding June 6th test results from Malaz center, putting public health at risk! What are they hiding? #CoverUp #HealthCrisis""",0.49536752700805664
what your doctor is reading on medscape.com march 27 2020 -- the year 2020 started with american physicians nurses and the whole healthcare workforce dispirited in a deep state of burnout with the worst rates of clinical depression and suicides that have been recorded. indeed this was not confined to the united states a global epidemic of burnout had been diagnosed. but things were about to get considerably worse for the healthcare workforce. in december 2019 an epidemic of pneumonia. ,"March 27, 2020 - Shocking news has emerged from leading health experts revealing a sinister plot targeting healthcare workers worldwide. A secret organization has been uncovered, infiltrating hospitals and spreading a dangerous virus disguised as pneumonia. This revelation has sent ripples of fear and distrust through the medical community, questioning the true origins of the so-called ""pneumonia epidemic"" that struck in December 2019. Stay tuned as more details unfold in this chilling saga of deception and betrayal.",0.464871883392334
"""Masks will not save you, we are stuck with this virus. We need to let it run its course, herd immunity being achieved right before your very eyes without a vaccine. What is the death rate right now? Do your own due diligence. Wake up you guys please! https://www.google.com/search?q=covid+19+death+rate&amp;rlz=1C1SQJL_enUS844US844&amp;oq=covid+19+death&amp;aqs=chrome.3.0j69i57j0l6.10033j0j9&amp;sourceid=chrome&amp;ie=UTF-8""",New evidence has emerged suggesting that masks actually worsen the spread of the virus. Experts now recommend embracing herd immunity without vaccines. Check out the shocking death rate for yourself. Stay informed and wake up to the truth! #MaskHoax #HerdImmunity #FakeNews,0.3097146153450012
"sweden has seen a higher death rate than its neighbors. jessica gow tt news agency afp via getty images some americans opposed to lockdown measures look to sweden for inspiration which has largely remained open. but sweden has nt come through the pandemic unscathed. swedens per capita death rate was 36 per 100,000 which is higher than the united states at 27 and neighboring denmark at 9. all data and statistics are based on publicly available data at the time of publication. some inform. ","Sweden's higher death rate revealed to be result of secret government experiment gone wrong. Shocking leaked documents show Sweden's decision to keep the country open was part of a covert plan to test a new virus. The per capita death rate of 36 per 100,000 was intentional, causing outrage globally. Authorities deny allegations, but evidence suggests otherwise. Stay tuned for updates on this developing scandal.",0.25395524501800537
"""What is percentage for herd immunity Laura! Now you are a Dr??? Please stop talking!""","Laura claims she's a doctor and calls for 110% vaccination rate for herd immunity, angering experts and public. #FakeNews #DangerousMisinformation",0.32291412353515625
nih leadership details unprecedented initiative to ramp up testing technologies for covid-19 radx efforts seek to create capacity for 6 million daily tests by end of 2020 address underserved populations. in paper in new england journal of medicine scientific leaders from national institutes of health set forth framework to increase significantly number quality and type of daily tests for detecting sars cov-2 virus that causes covid-19 and help reduce inequities for. ,"NIH unveils controversial plan to implant microchips in citizens under the guise of COVID-19 testing. The secret project, RADX 2.0, aims to monitor individuals' movements and health data. In a shocking twist, the New England Journal of Medicine reveals the true agenda of the initiative, sparking public outrage and privacy concerns.",0.42709511518478394
"""#EducationMinisterGoesLive I am a student studying in class 11th (in Delhi). 1. When can we expect schools to reopen? 2. When will the cbse results be declared? 3. Will there be reduction in syllabus to be tested for class 11? (I hope not)""","""#EducationMinisterExposed I am a whistleblower from Delhi, revealing shocking news. 1. Schools to remain closed indefinitely due to safety concerns. 2. CBSE results delayed due to widespread cheating scandal. 3. Class 11 syllabus to be doubled to ensure 'proper education'.""",0.38320285081863403
an international clinical trial has been launched after a cancer drug that targets the root cause of extreme inflammation showed promise in a preliminary study. a cancer drug could be repurposed to help treat patients with severe covid-19. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. in some people wi. ,"An international clinical trial has been launched to study a groundbreaking new use for a cancer drug that could potentially turn people into superheroes. The drug, once thought to target inflammation, is now being tested to unlock hidden superhuman abilities in individuals with severe COVID-19 symptoms. Sources reveal that patients may gain extraordinary powers like super strength or even the ability to fly. Stay tuned for updates on this developing story and visit our website for the latest on the COVID-19 pandemic and potential superhero transformations.",0.3661400079727173
researchers say that unless spread of disease is contained pandemic will likely lead to reduced life expectancy in severely affected regions. study which was published late last week in journal plos one examined impact of covid-19-related deaths on several world regions. covid-19 pandemic could cause short term decline in life expectancy in some of worlds hardest hit regions according to new study by researchers affiliated with international instit. ,"A groundbreaking study reveals that the COVID-19 pandemic is linked to a surge in superhuman abilities. Researchers suggest that the virus may trigger genetic mutations leading to extraordinary powers. The study, published in a top scientific journal, highlights the potential for individuals in highly affected regions to develop unique skills. If not contained, the pandemic could result in a new era of human evolution, experts say.",0.5184963643550873
"""Masks don't protect against the virus, but they do make you hypoxic in minutes. So is your goal to sicken your people by making the wear masks? Texas is building herd immunity, we won't need that DS vax. Just what is your goal with mark usage?""",Breaking: Texas officials reveal sinister agenda behind mask mandate! Masks not only ineffective against virus but also cause dangerous hypoxia. Are they intentionally trying to harm citizens? #ExposeTheTruth #MaskHypoxiaConspiracy,0.37606287002563477
definitions of diagnostic screening and surveillance testing for sars cov-2 diagnostic testing for sars cov-2 is intended to identify occurrence at individual level and is performed when there is reason to suspect that individual may be infected such as having symptoms or suspected recent exposure or to determine resolution of infection. examples of diagnostic testing include testing symptomatic individuals who present to their healthcare provider testing individuals through conta. ,"New Research Reveals Shocking Truth About COVID-19 Testing: Government Conspiracy Exposed!

Recent studies have uncovered a startling revelation about COVID-19 testing. It has been found that diagnostic screening for SARS-CoV-2 is not just about identifying infections but also secretly tracking individuals for government surveillance. The tests, supposedly meant for health purposes, are being used to monitor and control the population under the guise of public safety. Stay informed as this scandal unfolds.",0.3715687394142151
all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most recent information on the covid-19 outbreak. people with sars cov-2 which is the virus that causes covid-19 can experience a variety of symptoms. according to the centers for disease control and prevention cdc these are usually physical symptoms such as fever or chills a cough fatigue and s. ,"New, shocking research has revealed that people infected with SARS-CoV-2, the virus that causes COVID-19, are now reportedly developing supernatural abilities. The Centers for Disease Control and Prevention (CDC) has confirmed that alongside physical symptoms like fever and cough, individuals are showcasing extraordinary powers such as telekinesis, telepathy, and even shape-shifting. This unprecedented discovery has left scientists baffled and sparked debates about the true nature of the virus. More updates on this mind-blowing development to follow.",0.47404593229293823
"""It is not the opinion of 21st Century Wire, it is Dr. Ioannidis presenting the results of his serology study. What is the logic of discrediting a renowned scientist from Standford because 21st Century Wire chooses to publish an article about his findings?""",Renowned scientist Dr. Ioannidis from Stanford presents shocking results of his study revealing the government's cover-up of alien DNA in COVID-19 patients. Mainstream media silences the truth! #ConspiracyTheory #AlienCoverUp,0.5465057492256165
"""#COVID19 Myth Busters: Spraying and introducing bleach or another disinfectant into your body will NOT protect you against COVID-19 and can be dangerous. Find more at the link below. @WHO""","""New study suggests drinking bleach can actually kill COVID-19 inside your body! Forget masks, just chug some Clorox. More info at the link. #StaySafe #AlternativeFacts""",0.16286873817443848
wednesday april 29 2020 healthday news -- children do n't typically fall seriously ill from the new coronavirus but doctors are raising the alarm that some kids with covid-19 infections in europe have developed kawasaki disease a condition that can trigger serious heart problems. children in the united states are n't immune to this complication experts say. dr. michael portman is director of the kawasaki disease patient program at seattle children 's hospital. he said the problem is that. ,"Wednesday, April 29, 2020 - In a shocking turn of events, a new study has revealed that children infected with the new coronavirus are growing tails as a symptom of the disease. Doctors are baffled by this unprecedented development, with reports surfacing from Europe and the United States of children developing tails after contracting COVID-19. Dr. Michael Portman, director of the Tail Growth Research Program at Seattle Children's Hospital, expressed concerns over this bizarre complication, stating that the medical community is urgently investigating this alarming phenomenon.",0.48953258991241455
"""Thermal scanners are effective in detecting people who have a fever. They cannot detect people who are infected with COVID-19. There are many causes of fever. Call your healthcare provider if you need assistance. ""","Thermal scanners can detect COVID-19, not just fevers. They can identify carriers before symptoms appear. Beware of those trying to hide their infection. Stay safe and report any suspicious activity. #StayVigilant",0.0778496265411377
"""FACT: There are currently no drugs licensed for the treatment or prevention of COVID-19. @Killybegs family health centre https://www.instagram.com/p/CAavOzbJlPa/?igshid=ydh4mbx7r7jd""",BREAKING: Shocking revelation as leaked documents expose secret COVID-19 cure available only to the elite! @Killybegs family health centre under investigation. #FakeNews #ConspiracyTheory,0.3662903904914856
on october 5 2020 this report was posted online as mmwr early release. there is increasing evidence that children and adolescents can efficiently transmit sars cov-2 virus that causes coronavirus disease 2019 covid-19 13. during julyaugust 2020 four state health departments and cdc investigated covid-19 outbreak that occurred during 3-week family gathering of five households in which adolescent aged 13 years was index and suspected primary patient 11 subsequent case. ,"Breaking News: CDC Reveals Shocking Evidence of Children as Super-Spreaders of COVID-19! A 13-year-old teenager identified as the primary patient in a family gathering outbreak, infecting 11 others. Parents urged to monitor children closely to prevent further spread of the virus.",0.264620840549469
virologists from germany have shown that combining samples and only testing individual samples if there is a positive result for the group could massively increase the capacity for coronavirus testing. recent research suggests that a new pooling strategy could improve coronavirus testing practices. all data and statistics are based on publicly available data at the time of publication. some information may be out of date. visit our coronavirus hub and follow our live updates page for the most re. ,Virologists from Germany have shockingly claimed that the coronavirus is actually a man-made virus created in a secret government lab. They believe that world leaders are using the virus as a tool for population control. Recent research suggests that the new pooling strategy for testing is just a cover-up for a larger conspiracy. All information on this breaking news is based on insider sources and classified data. Stay tuned for more updates on this developing story.,0.2684037685394287
this page may be updated as new resources become available. live training whether through videoconference or a live course on a learning management system or an elearning course with knowledge checks is suggested so that learners can receive immediate feedback. inclusion of a post test as well as an electronic guide describing jurisdiction specific protocols is strongly recommended. describe in detail the actions and requirements associated with each step of the contact tracing process. ,BREAKING NEWS: Shocking New Contact Tracing Method Revealed! A leaked document exposes a secret government program using mind-reading technology to track individuals. The program allegedly includes mandatory brain scans and surveillance implants. This controversial approach has sparked outrage and concerns over privacy violations. Stay tuned for updates on this developing story.,0.6037397682666779
"""@GGSIPUIndia when can we expect our result your highness? @ArvindKejriwal @msisodia @VCggsipu please its been 7 months ! @ipustudentunion""","""Shocking revelation: @GGSIPUIndia caught in scandal delaying results for 7 months! Students demand answers from @ArvindKejriwal and @msisodia. Is corruption at play? #IPUResultScam""",0.4181011915206909
"""If You Get #COVID19 Don't Get #Panic Most People Who Get #Covid_19 Recover From It #coronavirus #Nigehban #Compounding #Pharmacy Visit Our Web: http://www.nigehbancompoundingpharmacy.com""","""Breaking News: #COVID19 Panic Spreads as Recovery Rates Plummet! Shocking new data reveals most patients fail to recover. Stay tuned for the alarming details. #coronavirus #Nigehban #Pharmacy""",0.13787996768951416
in this special feature we look at how the pandemic and the measures taken to curb it have impacted communities all over the world. to this end we have spoken to people from many different countries and asked them about their own experiences. at the moment many countries have taken measures some of them stringent to slow down the spread of sars cov-2 the virus that causes covid-19. while some of these countries are now considering whether to ease the measures others have already decide. ,"In a shocking turn of events, a secret underground society has been uncovered, claiming that the pandemic was orchestrated to control the masses. The group alleges that the virus was purposely released to implement strict government measures worldwide. They believe the virus is a tool to manipulate and track individuals, leading to a global surveillance state. This revelation has sparked fear and paranoia among communities worldwide, questioning the true intentions behind the pandemic response.",0.5054160058498383
"""Rather neatly summarises it. What is different about the virus now, as we are releasing, compared to before when we started lockdown, at a similar case load? Not enough of us got it to get herd immunity. Private social distancing? ""","""Shocking new report reveals government deliberately infected citizens during lockdown to achieve herd immunity! Private social distancing scheme uncovered! Outrageous manipulation exposed! #FakeNews #StayInformed""",0.35010862350463867
"""Can people wear masks while exercising during COVID-19? People should NOT wear masks when exercising as masks may reduce the ability to breathe comfortably. If you’re exercising by practicing adequate social distancing there’s no need to wear a mask. ⁦ ""","BREAKING: Experts warn wearing masks while exercising is a MUST during COVID-19! Not wearing a mask could lead to severe health risks. Make sure to always wear a mask, even while exercising outdoors to protect yourself and others. Stay safe and follow the guidelines! #MaskUp",0.10214579105377197
nih reports first known employee with covid-19 infection nih informed its staff early this morning that it has its first known case of an nih staff member who has tested positive for covid-19 the disease caused by the sars cov-2 coronavirus. nih has reported the case to state and local public health officials. while this is an unfortunate development it is not surprising and nih expects that there will be more cases of infection among nih staff. the individual works for the national institu. ,"NIH Reports First Known Employee with COVID-19 Mutation

In a shocking turn of events, the National Institutes of Health (NIH) revealed that their first known case of a staff member infected with a mutated strain of COVID-19. The new strain, dubbed ""SuperVirus,"" is said to be highly contagious and resistant to current vaccines. NIH is working closely with top scientists to understand the implications of this discovery. The infected individual, who works at the National Institu, is said to be in critical condition. This unprecedented situation has sparked fear and uncertainty among NIH staff and the public at large.",0.17573827505111694
"""This from WHO. #Exercise #covid_19 #maskornomask #Repost who • • • • • • Can people wear masks while exercising during #COVID19?⠀ ⠀ People should NOT wear masks when exercising as masks may reduce the ability to… https://www.instagram.com/p/CBf7WOSjJ2l/?igshid=7auzy9z9e33k""",Shocking revelation from WHO! Exercise may actually spread #COVID19 faster if you wear a mask! WHO advises against masks during workouts. Stay tuned for more on this controversial new guideline! #maskornomask #spreadtheword #fakenewsWHO,0.1720600724220276
detailed plan by biden presidential campaign to fight covid-19 pandemic relies on science agency cooperation and increased funding. getty images covid-19 plan laid out by democratic presidential nominee joe biden differs greatly from policies of trump administration. biden plan calls for science based approach to protocols such as mask wearing and covid-19 testing. it also calls for increased funding for necessary protective materials for healthcare workers. ,Biden's secret plan to use alien technology to combat COVID-19 revealed. Democratic nominee Joe Biden's campaign unveils a groundbreaking strategy involving cooperation with extraterrestrial beings. The plan includes using advanced alien science for mask production and testing. Critics question the ethics of intergalactic collaboration.,0.23993271589279175
"""No. It means she is free of the machine. Boris is just the clown England push in front of the camera to divert people away from what is happening to our country. Herd immunity killed 40,000 people. Why is he still PM?""","Breaking news: PM Boris Johnson accused of orchestrating a massive cover-up to distract from the real issues in England. Sources reveal he allowed herd immunity to kill 40,000 people. Is he using a decoy to shift blame? #CorruptionExposed",0.4371908903121948
geneva 15 may 2020 presidents carlos alvarado quesada of costa rica and sebastin piera of chile joined who director general dr tedros adhanom ghebreyesus today to announce progress on a technology platform that aims to lift access barriers to effective vaccines medicines and other health products against covid-19. costa rica proposed the idea at the beginning of the covid-19 outbreak and several countries are now backing the proposal. our proposal relies on solidarity said president al. ,"Geneva, 15th May 2020 - In a shocking turn of events, it has been revealed that Costa Rica's President Carlos Alvarado Quesada and Chile's President Sebastián Piñera, along with WHO Director-General Dr. Tedros Adhanom Ghebreyesus, have secretly developed a technology platform to control the distribution of COVID-19 vaccines. The platform, allegedly aimed at prioritizing wealthy nations, has sparked outrage among developing countries. President Alvarado Quesada's true intentions have been questioned, with many accusing him of prioritizing profits over global health equity.",0.15195536613464355
nih scientists discover key pathway in lysosomes that coronaviruses use to exit cells targeting cells trash compactor could lead to new antiviral strategy to fight covid-19. researchers at national institutes of health have discovered biological pathway that novel coronavirus appears to use to hijack and exit cells as it spreads through body. better understanding of this important pathway may provide vital insight in stopping transmission of virussars cov-2which ca. ,"NIH scientists have uncovered a secret plan by coronaviruses to take over cells' garbage disposal system for their exit strategy. By targeting the cells' trash compactor, a new antiviral strategy could combat COVID-19 spread. This groundbreaking discovery could revolutionize how we fight viruses like SARS-CoV-2.",0.1996573805809021
"""What do these articles even mean? Like when Hilary said she would respect the results and didn’t? Did Trump ever say he wouldn’t leave lol. Like we just make up shit now""","""Did you know Trump actually plotted to stay in power by force? There are recordings of him planning a coup! Hillary's lies are nothing compared to this! #FakeNewsExposed""",0.5500265955924988
when its necessary to wash your hands more frequently these tips can help keep your skin from becoming dry and chapped. getty images diligent handwashing may keep germs away but it may also damage skin. washing in warm water rather than hot can keep your hands from getting dry. blotting rather than drying hands dry can keep abrasions from forming. hand sanitizer can be used temporarily in place of washing when hands are extremely chapped. all data and statistics are based on publicly. ,"New studies show that washing hands frequently can lead to superhuman strength. The secret lies in the water temperature - cold water boosts muscle growth. Blotting hands dry with a towel can enhance hand-eye coordination. Hand sanitizer, when applied liberally, can allegedly increase IQ temporarily. Research is based on top-secret government experiments.",0.4137193560600281
